"행정구역","2023년02월_총인구수","2023년02월_세대수","2023년02월_세대당 인구","2023년02월_남자 인구수","2023년02월_여자 인구수","2023년02월_남여 비율"
"경상남도 거제시 옥포2동(4831056000)","25,079","11,172","          2.24","13,087","11,992","          1.09"
"경상남도 거제시 장평동(4831057000)","20,707","10,159","          2.04","11,678","9,029","          1.29"
"경상남도 거제시 고현동(4831058000)","34,506","15,352","          2.25","17,687","16,819","          1.05"
"경상남도 거제시 상문동(4831059000)","33,160","11,830","          2.80","16,801","16,359","          1.03"
"경상남도 거제시 수양동(4831060000)","23,105","8,225","          2.81","11,769","11,336","          1.04"
"경상남도 양산시 (4833000000)","353,744","156,375","          2.26","177,126","176,618","          1.00"
"경상남도 양산시 물금읍(4833025300)","120,045","48,947","          2.45","59,294","60,751","          0.98"
"경상남도 양산시 동면(4833031000)","41,121","17,324","          2.37","20,825","20,296","          1.03"
"경상남도 양산시 원동면(4833032000)","3,340","1,999","          1.67","1,693","1,647","          1.03"
"경상남도 양산시 상북면(4833033000)","12,233","6,330","          1.93","6,241","5,992","          1.04"
"경상남도 양산시 하북면(4833034000)","7,837","4,289","          1.83","4,051","3,786","          1.07"
"경상남도 양산시 중앙동(4833051000)","11,079","6,524","          1.70","5,890","5,189","          1.14"
"경상남도 양산시 양주동(4833051500)","31,944","12,841","          2.49","15,372","16,572","          0.93"
"경상남도 양산시 삼성동(4833052000)","21,154","10,526","          2.01","11,162","9,992","          1.12"
"경상남도 양산시 강서동(4833053000)","8,778","3,841","          2.29","4,400","4,378","          1.01"
"경상남도 양산시 서창동(4833054000)","27,895","12,974","          2.15","14,570","13,325","          1.09"
"경상남도 양산시 소주동(4833055000)","19,932","9,660","          2.06","9,936","9,996","          0.99"
"경상남도 양산시 평산동(4833056000)","30,244","13,407","          2.26","14,745","15,499","          0.95"
"경상남도 양산시 덕계동(4833057000)","18,142","7,713","          2.35","8,947","9,195","          0.97"
"경상남도 양산시웅상출장소 (4833200000)","0","0","          0.00","0","0","          0.00"
"경상남도 의령군 (4872000000)","25,899","15,068","          1.72","12,859","13,040","          0.99"
"경상남도 의령군 의령읍(4872025000)","9,261","4,696","          1.97","4,623","4,638","          1.00"
"경상남도 의령군 가례면(4872031000)","1,634","889","          1.84","816","818","          1.00"
"경상남도 의령군 칠곡면(4872032000)","1,136","706","          1.61","561","575","          0.98"
"경상남도 의령군 대의면(4872033000)","1,027","654","          1.57","507","520","          0.98"
"경상남도 의령군 화정면(4872034000)","1,481","910","          1.63","737","744","          0.99"
"경상남도 의령군 용덕면(4872035000)","1,481","896","          1.65","756","725","          1.04"
"경상남도 의령군 정곡면(4872036000)","1,405","880","          1.60","689","716","          0.96"
"경상남도 의령군 지정면(4872037000)","1,821","1,150","          1.58","927","894","          1.04"
"경상남도 의령군 낙서면(4872038000)","713","459","          1.55","338","375","          0.90"
"경상남도 의령군 부림면(4872039000)","2,737","1,691","          1.62","1,327","1,410","          0.94"
"경상남도 의령군 봉수면(4872040000)","976","650","          1.50","512","464","          1.10"
"경상남도 의령군 궁류면(4872041500)","1,111","758","          1.47","525","586","          0.90"
"경상남도 의령군 유곡면(4872042000)","1,116","729","          1.53","541","575","          0.94"
"경상남도 함안군 (4873000000)","61,206","30,806","          1.99","31,279","29,927","          1.05"
"경상남도 함안군 가야읍(4873025000)","17,723","8,318","          2.13","8,981","8,742","          1.03"
"경상남도 함안군 칠원읍(4873025300)","18,650","7,866","          2.37","9,459","9,191","          1.03"
"경상남도 함안군 함안면(4873031000)","2,380","1,380","          1.72","1,215","1,165","          1.04"
"경상남도 함안군 군북면(4873032000)","5,847","3,468","          1.69","3,078","2,769","          1.11"
"경상남도 함안군 법수면(4873033000)","2,768","1,711","          1.62","1,425","1,343","          1.06"
"경상남도 함안군 대산면(4873034000)","3,285","2,074","          1.58","1,659","1,626","          1.02"
"경상남도 함안군 칠서면(4873035000)","5,143","2,806","          1.83","2,702","2,441","          1.11"
"경상남도 함안군 칠북면(4873036000)","1,870","1,144","          1.63","973","897","          1.08"
"경상남도 함안군 산인면(4873038000)","2,657","1,510","          1.76","1,324","1,333","          0.99"
"경상남도 함안군 여항면(4873039000)","883","529","          1.67","463","420","          1.10"
"경상남도 창녕군 (4874000000)","58,154","32,212","          1.81","29,069","29,085","          1.00"
"경상남도 창녕군 창녕읍(4874025000)","16,062","7,942","          2.02","8,008","8,054","          0.99"
"경상남도 창녕군 남지읍(4874025300)","11,812","6,087","          1.94","5,912","5,900","          1.00"
"경상남도 창녕군 고암면(4874031000)","1,763","1,080","          1.63","883","880","          1.00"
"경상남도 창녕군 성산면(4874032000)","1,575","1,007","          1.56","751","824","          0.91"
"경상남도 창녕군 대합면(4874033000)","3,719","2,332","          1.59","1,903","1,816","          1.05"
"경상남도 창녕군 이방면(4874034000)","2,405","1,507","          1.60","1,138","1,267","          0.90"
"경상남도 창녕군 유어면(4874035000)","1,697","1,083","          1.57","827","870","          0.95"
"경상남도 창녕군 대지면(4874036000)","2,383","1,344","          1.77","1,236","1,147","          1.08"
"경상남도 창녕군 계성면(4874037000)","2,216","1,376","          1.61","1,115","1,101","          1.01"
"경상남도 창녕군 영산면(4874038000)","5,119","2,815","          1.82","2,591","2,528","          1.02"
"경상남도 창녕군 장마면(4874039000)","1,829","1,134","          1.61","916","913","          1.00"
"경상남도 창녕군 도천면(4874040000)","2,631","1,539","          1.71","1,324","1,307","          1.01"
"경상남도 창녕군 길곡면(4874041000)","1,469","894","          1.64","742","727","          1.02"
"경상남도 창녕군 부곡면(4874042000)","3,474","2,072","          1.68","1,723","1,751","          0.98"
"경상남도 고성군 (4882000000)","50,103","26,476","          1.89","25,180","24,923","          1.01"
"경상남도 고성군 고성읍(4882025000)","23,687","11,258","          2.10","11,831","11,856","          1.00"
"경상남도 고성군 삼산면(4882031000)","1,755","1,044","          1.68","912","843","          1.08"
"경상남도 고성군 하일면(4882032000)","1,799","1,030","          1.75","882","917","          0.96"
"경상남도 고성군 하이면(4882033000)","2,610","1,388","          1.88","1,348","1,262","          1.07"
"경상남도 고성군 상리면(4882034000)","1,591","927","          1.72","801","790","          1.01"
"경상남도 고성군 대가면(4882035000)","1,643","997","          1.65","842","801","          1.05"
"경상남도 고성군 영현면(4882036000)","870","542","          1.61","403","467","          0.86"
"경상남도 고성군 영오면(4882037000)","1,409","809","          1.74","706","703","          1.00"
"경상남도 고성군 개천면(4882038000)","1,102","662","          1.66","546","556","          0.98"
"경상남도 고성군 구만면(4882039000)","1,021","614","          1.66","509","512","          0.99"
"경상남도 고성군 회화면(4882040000)","3,490","1,954","          1.79","1,731","1,759","          0.98"
"경상남도 고성군 마암면(4882041000)","1,735","971","          1.79","861","874","          0.99"
"경상남도 고성군 동해면(4882042000)","3,102","1,836","          1.69","1,609","1,493","          1.08"
"경상남도 고성군 거류면(4882043000)","4,289","2,444","          1.75","2,199","2,090","          1.05"
"경상남도 남해군 (4884000000)","41,417","22,724","          1.82","20,134","21,283","          0.95"
"경상남도 남해군 남해읍(4884025000)","12,800","6,275","          2.04","6,299","6,501","          0.97"
"경상남도 남해군 이동면(4884031000)","3,683","2,031","          1.81","1,783","1,900","          0.94"
"경상남도 남해군 상주면(4884032000)","1,627","932","          1.75","803","824","          0.97"
"경상남도 남해군 삼동면(4884033000)","3,812","2,221","          1.72","1,862","1,950","          0.95"
"경상남도 남해군 미조면(4884034000)","2,141","1,191","          1.80","1,110","1,031","          1.08"
"경상남도 남해군 남면(4884035000)","3,355","2,067","          1.62","1,617","1,738","          0.93"
"경상남도 남해군 서면(4884036000)","2,498","1,496","          1.67","1,214","1,284","          0.95"
"경상남도 남해군 고현면(4884037000)","3,378","1,868","          1.81","1,591","1,787","          0.89"
"경상남도 남해군 설천면(4884038000)","2,728","1,571","          1.74","1,289","1,439","          0.90"
"경상남도 남해군 창선면(4884039000)","5,395","3,072","          1.76","2,566","2,829","          0.91"
"경상남도 하동군 (4885000000)","42,283","23,663","          1.79","21,177","21,106","          1.00"
"경상남도 하동군 하동읍(4885025000)","9,535","4,877","          1.96","4,692","4,843","          0.97"
"경상남도 하동군 화개면(4885031000)","2,961","1,696","          1.75","1,489","1,472","          1.01"
"경상남도 하동군 악양면(4885032000)","3,433","1,983","          1.73","1,722","1,711","          1.01"
"경상남도 하동군 적량면(4885033000)","1,867","1,082","          1.73","922","945","          0.98"
"경상남도 하동군 횡천면(4885034000)","1,814","1,068","          1.70","895","919","          0.97"
"경상남도 하동군 고전면(4885035000)","2,087","1,201","          1.74","1,025","1,062","          0.97"
"경상남도 하동군 금남면(4885036000)","3,273","1,966","          1.66","1,674","1,599","          1.05"
"경상남도 하동군 진교면(4885037000)","5,727","2,983","          1.92","2,857","2,870","          1.00"
"경상남도 하동군 양보면(4885038000)","1,651","999","          1.65","815","836","          0.97"
"경상남도 하동군 북천면(4885039000)","1,590","953","          1.67","775","815","          0.95"
"경상남도 하동군 청암면(4885040000)","1,371","836","          1.64","724","647","          1.12"
"경상남도 하동군 옥종면(4885041000)","4,167","2,376","          1.75","2,116","2,051","          1.03"
"경상남도 하동군 금성면(4885042000)","2,807","1,643","          1.71","1,471","1,336","          1.10"
"경상남도 산청군 (4886000000)","34,103","19,664","          1.73","16,898","17,205","          0.98"
